claim_id,table,column,selector,quoted,table_value,bound,detail
distinct-graphql,task-06-tables/skill-distinctiveness-google.csv,diff,skill=GraphQL,-0.0076,-0.0076,True,-0.0076 == -0.0076
distinct-powershell,task-06-tables/skill-distinctiveness-google.csv,diff,skill=PowerShell,-0.0076,-0.0076,True,-0.0076 == -0.0076
distinct-kafka,task-06-tables/skill-distinctiveness-google.csv,diff,skill=Kafka,-0.0661,-0.0661,True,-0.0661 == -0.0661
distinct-php,task-06-tables/skill-distinctiveness-google.csv,diff,skill=PHP,-0.024,-0.024,True,-0.024 == -0.024
distinct-node-dot-js,task-06-tables/skill-distinctiveness-google.csv,diff,skill=Node.js,-0.0101,-0.0101,True,-0.0101 == -0.0101
distinct-sharepoint,task-06-tables/skill-distinctiveness-google.csv,diff,skill=SharePoint,-0.0105,-0.0105,True,-0.0105 == -0.0105
distinct-jira,task-06-tables/skill-distinctiveness-google.csv,diff,skill=Jira,-0.0105,-0.0105,True,-0.0105 == -0.0105
distinct-excel,task-06-tables/skill-distinctiveness-google.csv,diff,skill=Excel,-0.1946,-0.1946,True,-0.1946 == -0.1946
distinct-postgresql,task-06-tables/skill-distinctiveness-google.csv,diff,skill=PostgreSQL,-0.0122,-0.0122,True,-0.0122 == -0.0122
distinct-ggplot2,task-06-tables/skill-distinctiveness-google.csv,diff,skill=ggplot2,-0.0147,-0.0147,True,-0.0147 == -0.0147
distinct-aws,task-06-tables/skill-distinctiveness-google.csv,diff,skill=AWS,-0.1592,-0.1592,True,-0.1592 == -0.1592
distinct-dplyr,task-06-tables/skill-distinctiveness-google.csv,diff,skill=dplyr,-0.0181,-0.0181,True,-0.0181 == -0.0181
distinct-matplotlib,task-06-tables/skill-distinctiveness-google.csv,diff,skill=Matplotlib,-0.0194,-0.0194,True,-0.0194 == -0.0194
distinct-azure,task-06-tables/skill-distinctiveness-google.csv,diff,skill=Azure,-0.2616,-0.2616,True,-0.2616 == -0.2616
distinct-git,task-06-tables/skill-distinctiveness-google.csv,diff,skill=Git,-0.0442,-0.0442,True,-0.0442 == -0.0442
distinct-databricks,task-06-tables/skill-distinctiveness-google.csv,diff,skill=Databricks,-0.1774,-0.1774,True,-0.1774 == -0.1774
forecastable-databricks,task-07-tables/forecastability-gate.csv,signal_share,key=databricks,0.6568,0.6568,True,0.6568 == 0.6568
forecastable-google,task-07-tables/forecastability-gate.csv,signal_share,key=google,0.7385,0.7385,True,0.7385 == 0.7385
forecastable-meta,task-07-tables/forecastability-gate.csv,signal_share,key=meta,0.7731,0.7731,True,0.7731 == 0.7731
forecastable-microsoft,task-07-tables/forecastability-gate.csv,signal_share,key=microsoft,0.852,0.852,True,0.852 == 0.852
forecastable-nvidia,task-07-tables/forecastability-gate.csv,signal_share,key=nvidia,0.6106,0.6106,True,0.6106 == 0.6106
forecastable-snowflake,task-07-tables/forecastability-gate.csv,signal_share,key=snowflake,0.8564,0.8564,True,0.8564 == 0.8564
forecast-h1,task-07-tables/horizon-limits.csv,interval_factor,horizon=1,3.148389771403619,3.148389771403619,True,3.148389771403619 == 3.148389771403619
forecast-h2,task-07-tables/horizon-limits.csv,interval_factor,horizon=2,2.189342251950948,2.189342251950948,True,2.189342251950948 == 2.189342251950948
forecast-h3,task-07-tables/horizon-limits.csv,interval_factor,horizon=3,,,True,nan == nan
pair-google-meta,task-08-tables/pair-verdicts.csv,observed,"company_a=google,company_b=meta",0.9174,0.9174,True,0.9174 == 0.9174
pair-google-nvidia,task-08-tables/pair-verdicts.csv,observed,"company_a=google,company_b=nvidia",0.7485,0.7485,True,0.7485 == 0.7485
pair-microsoft-nvidia,task-08-tables/pair-verdicts.csv,observed,"company_a=microsoft,company_b=nvidia",0.6769,0.6769,True,0.6769 == 0.6769
pair-google-microsoft,task-08-tables/pair-verdicts.csv,observed,"company_a=google,company_b=microsoft",0.6707,0.6707,True,0.6707 == 0.6707
pair-meta-microsoft,task-08-tables/pair-verdicts.csv,observed,"company_a=meta,company_b=microsoft",0.6587,0.6587,True,0.6587 == 0.6587
pair-meta-nvidia,task-08-tables/pair-verdicts.csv,observed,"company_a=meta,company_b=nvidia",0.6569,0.6569,True,0.6569 == 0.6569
pair-databricks-microsoft,task-08-tables/pair-verdicts.csv,observed,"company_a=databricks,company_b=microsoft",0.6498,0.6498,True,0.6498 == 0.6498
pair-microsoft-snowflake,task-08-tables/pair-verdicts.csv,observed,"company_a=microsoft,company_b=snowflake",0.6351,0.6351,True,0.6351 == 0.6351
pair-google-snowflake,task-08-tables/pair-verdicts.csv,observed,"company_a=google,company_b=snowflake",0.616,0.616,True,0.616 == 0.616
pair-nvidia-snowflake,task-08-tables/pair-verdicts.csv,observed,"company_a=nvidia,company_b=snowflake",0.5824,0.5824,True,0.5824 == 0.5824
pair-databricks-nvidia,task-08-tables/pair-verdicts.csv,observed,"company_a=databricks,company_b=nvidia",0.5756,0.5756,True,0.5756 == 0.5756
pair-meta-snowflake,task-08-tables/pair-verdicts.csv,observed,"company_a=meta,company_b=snowflake",0.5666,0.5666,True,0.5666 == 0.5666
pair-databricks-snowflake,task-08-tables/pair-verdicts.csv,observed,"company_a=databricks,company_b=snowflake",0.5538,0.5538,True,0.5538 == 0.5538
pair-databricks-meta,task-08-tables/pair-verdicts.csv,observed,"company_a=databricks,company_b=meta",0.4972,0.4972,True,0.4972 == 0.4972
pair-databricks-google,task-08-tables/pair-verdicts.csv,observed,"company_a=databricks,company_b=google",0.4961,0.4961,True,0.4961 == 0.4961
traj-google-meta,task-08-tables/trajectory-similarity.csv,r_log_share,"company_a=google,company_b=meta",-0.0411,-0.0411,True,-0.0411 == -0.0411
traj-databricks-meta,task-08-tables/trajectory-similarity.csv,r_log_share,"company_a=databricks,company_b=meta",0.072,0.072,True,0.072 == 0.072
traj-databricks-microsoft,task-08-tables/trajectory-similarity.csv,r_log_share,"company_a=databricks,company_b=microsoft",0.3589,0.3589,True,0.3589 == 0.3589
traj-meta-nvidia,task-08-tables/trajectory-similarity.csv,r_log_share,"company_a=meta,company_b=nvidia",0.145,0.145,True,0.145 == 0.145
traj-databricks-google,task-08-tables/trajectory-similarity.csv,r_log_share,"company_a=databricks,company_b=google",-0.6365,-0.6365,True,-0.6365 == -0.6365
traj-microsoft-nvidia,task-08-tables/trajectory-similarity.csv,r_log_share,"company_a=microsoft,company_b=nvidia",0.3221,0.3221,True,0.3221 == 0.3221
traj-databricks-nvidia,task-08-tables/trajectory-similarity.csv,r_log_share,"company_a=databricks,company_b=nvidia",-0.0081,-0.0081,True,-0.0081 == -0.0081
traj-meta-microsoft,task-08-tables/trajectory-similarity.csv,r_log_share,"company_a=meta,company_b=microsoft",-0.3649,-0.3649,True,-0.3649 == -0.3649
traj-google-nvidia,task-08-tables/trajectory-similarity.csv,r_log_share,"company_a=google,company_b=nvidia",-0.56,-0.56,True,-0.56 == -0.56
traj-google-microsoft,task-08-tables/trajectory-similarity.csv,r_log_share,"company_a=google,company_b=microsoft",-0.6681,-0.6681,True,-0.6681 == -0.6681
traj-google-snowflake,task-08-tables/trajectory-similarity.csv,r_log_share,"company_a=google,company_b=snowflake",0.5455,0.5455,True,0.5455 == 0.5455
traj-databricks-snowflake,task-08-tables/trajectory-similarity.csv,r_log_share,"company_a=databricks,company_b=snowflake",-0.3161,-0.3161,True,-0.3161 == -0.3161
traj-meta-snowflake,task-08-tables/trajectory-similarity.csv,r_log_share,"company_a=meta,company_b=snowflake",-0.5925,-0.5925,True,-0.5925 == -0.5925
traj-microsoft-snowflake,task-08-tables/trajectory-similarity.csv,r_log_share,"company_a=microsoft,company_b=snowflake",-0.3966,-0.3966,True,-0.3966 == -0.3966
traj-nvidia-snowflake,task-08-tables/trajectory-similarity.csv,r_log_share,"company_a=nvidia,company_b=snowflake",-0.4785,-0.4785,True,-0.4785 == -0.4785
salary-coverage-databricks,task-09-tables/salary-disclosure.csv,disclosed_pct,company=databricks,11.18,11.18,True,11.18 == 11.18
salary-coverage-google,task-09-tables/salary-disclosure.csv,disclosed_pct,company=google,4.02,4.02,True,4.02 == 4.02
salary-coverage-meta,task-09-tables/salary-disclosure.csv,disclosed_pct,company=meta,13.84,13.84,True,13.84 == 13.84
salary-coverage-microsoft,task-09-tables/salary-disclosure.csv,disclosed_pct,company=microsoft,2.6,2.6,True,2.6 == 2.6
salary-coverage-nvidia,task-09-tables/salary-disclosure.csv,disclosed_pct,company=nvidia,4.06,4.06,True,4.06 == 4.06
salary-coverage-snowflake,task-09-tables/salary-disclosure.csv,disclosed_pct,company=snowflake,4.57,4.57,True,4.57 == 4.57
salary-google-databricks-analytics,task-09-tables/salary-pairs-stratified.csv,median_diff,"company_a=google,company_b=databricks,stratum=Analytics",,,True,nan == nan
salary-google-databricks-engineering,task-09-tables/salary-pairs-stratified.csv,median_diff,"company_a=google,company_b=databricks,stratum=Engineering",,,True,nan == nan
salary-google-databricks-other,task-09-tables/salary-pairs-stratified.csv,median_diff,"company_a=google,company_b=databricks,stratum=Other",,,True,nan == nan
salary-google-databricks-product-program,task-09-tables/salary-pairs-stratified.csv,median_diff,"company_a=google,company_b=databricks,stratum=Product / Program",,,True,nan == nan
salary-google-databricks-science-research,task-09-tables/salary-pairs-stratified.csv,median_diff,"company_a=google,company_b=databricks,stratum=Science / Research",,,True,nan == nan
salary-google-databricks-technical-sales,task-09-tables/salary-pairs-stratified.csv,median_diff,"company_a=google,company_b=databricks,stratum=Technical Sales",,,True,nan == nan
salary-google-snowflake-analytics,task-09-tables/salary-pairs-stratified.csv,median_diff,"company_a=google,company_b=snowflake,stratum=Analytics",,,True,nan == nan
salary-google-snowflake-engineering,task-09-tables/salary-pairs-stratified.csv,median_diff,"company_a=google,company_b=snowflake,stratum=Engineering",,,True,nan == nan
salary-google-snowflake-other,task-09-tables/salary-pairs-stratified.csv,median_diff,"company_a=google,company_b=snowflake,stratum=Other",,,True,nan == nan
salary-google-snowflake-science-research,task-09-tables/salary-pairs-stratified.csv,median_diff,"company_a=google,company_b=snowflake,stratum=Science / Research",0.0,0.0,True,0.0 == 0.0
salary-google-meta-analytics,task-09-tables/salary-pairs-stratified.csv,median_diff,"company_a=google,company_b=meta,stratum=Analytics",,,True,nan == nan
salary-google-meta-engineering,task-09-tables/salary-pairs-stratified.csv,median_diff,"company_a=google,company_b=meta,stratum=Engineering",,,True,nan == nan
salary-google-meta-other,task-09-tables/salary-pairs-stratified.csv,median_diff,"company_a=google,company_b=meta,stratum=Other",,,True,nan == nan
salary-google-meta-science-research,task-09-tables/salary-pairs-stratified.csv,median_diff,"company_a=google,company_b=meta,stratum=Science / Research",-25000.0,-25000.0,True,-25000.0 == -25000.0
salary-google-meta-technical-sales,task-09-tables/salary-pairs-stratified.csv,median_diff,"company_a=google,company_b=meta,stratum=Technical Sales",,,True,nan == nan
panel-databricks,task-06-tables/company-comparability.csv,common_panel_share,company=databricks,0.5382,0.5382,True,0.5382 == 0.5382
panel-google,task-06-tables/company-comparability.csv,common_panel_share,company=google,0.5414,0.5414,True,0.5414 == 0.5414
panel-meta,task-06-tables/company-comparability.csv,common_panel_share,company=meta,0.4396,0.4396,True,0.4396 == 0.4396
panel-microsoft,task-06-tables/company-comparability.csv,common_panel_share,company=microsoft,0.6086,0.6086,True,0.6086 == 0.6086
panel-nvidia,task-06-tables/company-comparability.csv,common_panel_share,company=nvidia,0.6753,0.6753,True,0.6753 == 0.6753
panel-snowflake,task-06-tables/company-comparability.csv,common_panel_share,company=snowflake,0.2348,0.2348,True,0.2348 == 0.2348
tempting-looker,task-05-tables/skill-stratified-verdicts.csv,pooled_share_h2,skill=Looker,0.1382,0.1382,True,0.1382 == 0.1382
tempting-forecast,task-07-tables/forecast.csv,point_share,"key=google,horizon=1",0.233502538071066,0.233502538071066,True,0.233502538071066 == 0.233502538071066
tempting-convergence,task-08-tables/pair-verdicts.csv,observed,"company_a=google,company_b=meta",0.9174,0.9174,True,0.9174 == 0.9174
tempting-level,task-06-tables/relative-share-by-half.csv,h2_share,company=google,0.2403,0.2403,True,0.2403 == 0.2403
tempting-seasonal,task-05-tables/volume-by-month.csv,postings,period=2023-02,22.0,22.0,True,22 == 22
tempting-strategy,task-05-tables/panel-check-job-function.csv,share_h2,segment=Sales,0.0531,0.0531,True,0.0531 == 0.0531
tempting-product,task-06-tables/skill-distinctiveness-google.csv,share,skill=BigQuery,0.1051,0.1051,True,0.1051 == 0.1051
tempting-headcount,task-06-tables/relative-share-by-half.csv,h2_share,company=google,0.2403,0.2403,True,0.2403 == 0.2403
tempting-country,task-05-tables/panel-check-country.csv,share_h2,segment=Singapore,0.121,0.121,True,0.121 == 0.121
tempting-share-of-all,task-05-tables/skill-stratified-verdicts.csv,pooled_share_h2,skill=Python,0.6029,0.6029,True,0.6029 == 0.6029
